Sales Rep. Y3$Ch.$Mchd.$aktivní návštěva a/n$Customer No.$$City (M)$StrHousNo. (M)$kontaktní osoba jméno$kontaktní osoba tel.$kontaktní osoba e-mail$letáky a/n$GPS
53590707$MP$Bosch Zdařil Jakub$$53509209$Electro World s.r.o.$BRNO - MODŘICE$U DÁLNICE 777$$$$$"49° 8' 15.5361975"" N, 16° 38' 4.1314316"" E"
53590707$MP$Bosch Zdařil Jakub$$53509210$Electro World s.r.o.$OSTRAVA$VARENSKÁ 50/3309$$$$$"49° 50' 0.3449682"" N, 18° 16' 4.0657425"" E"
53590205$MP$Bosch Sladký Jan$$53509211$Electro World s.r.o.$ČESKÉ BUDĚJOVICE$ČESKÉ VRBNÉ 2360$$$$$"48° 59' 58.2635147"" N, 14° 27' 4.9779224"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509212$Electro World s.r.o.$LIBEREC IX$SOUSEDSKÁ 599$$$$$"50° 46' 31.3209231"" N, 15° 1' 41.2201309"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509213$Electro World s.r.o.$MLADÁ BOLESLAV$JIČÍNSKÁ 1419$$$$$"50° 24' 31.893872"" N, 14° 56' 42.0401001"" E"
53590205$MP$Bosch Sladký Jan$$53509214$Electro World s.r.o.$PARDUBICE$PALACKÉHO TŘ. 2748$$$$$"50° 2' 3.1045536"" N, 15° 45' 13.5801315"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509215$Electro World s.r.o.$PRAHA 5 - JINONICE$RADLICKÁ 520/117$$$$$"50° 2' 51.4014019"" N, 14° 21' 12.6708412"" E"
53590707$MP$Bosch Zdařil Jakub$$53509216$Electro World s.r.o.$ZLÍN - MALENOVICE$Třída 3. května 1205$$$$$"49° 12' 13.0744681"" N, 17° 34' 4.5766926"" E"
53591096$MP$Bosch Stehlík Tomáš$$53503145$HORNBACH BAUMARKT CS$PRAHA 9$CHLUMECKÁ 2398$$$$$"50° 6' 41.3392617"" N, 14° 34' 51.1093712"" E"
53591096$MP$Bosch Stehlík Tomáš$$53507913$HORNBACH BAUMARKT CS$PLZEŇ$U Prazdroje 2750/24$$$$$"49° 44' 49.1303724"" N, 13° 23' 41.7879295"" E"
53590707$MP$Bosch Zdařil Jakub$$53507914$HORNBACH BAUMARKT CS$OSTRAVA - VÍTKOVICE$RUDNÁ 2978/11$$$$$"49° 48' 18.1225927"" N, 18° 16' 41.4149666"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509038$HORNBACH BAUMARKT CS$ČESTLICE$LIPOVÁ 281$$$$$"49° 59' 49.976546"" N, 14° 35' 14.5926476"" E"
53590707$MP$Bosch Zdařil Jakub$$53533044$HORNBACH BAUMARKT CS$BRNO$HERŠPICKÁ 3$$$$$"49° 10' 44.7905873"" N, 16° 36' 16.5641212"" E"
53590707$MP$Bosch Zdařil Jakub$$53533049$HORNBACH BAUMARKT CS$OSTRAVA - SVINOV$BÍLOVECKÁ 3$$$$$"49° 49' 34.732707"" N, 18° 12' 35.6516647"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533070$HORNBACH BAUMARKT CS$PRAHA 6 - ŘEPY$SLÁNSKÁ 2$$$$$"50° 4' 31.5241107"" N, 14° 18' 31.4550591"" E"
53590205$MP$Bosch Sladký Jan$$53533080$HORNBACH BAUMARKT CS$HRADEC KRÁLOVÉ$ROVNÁ 1697$$$$$"50° 10' 54.1719072"" N, 15° 48' 4.5677376"" E"
53590707$MP$Bosch Zdařil Jakub$$53533133$HORNBACH BAUMARKT CS$OLOMOUC - HODOLANY$ROLSBERSKÁ 50$$$$$"49° 35' 13.9679448"" N, 17° 17' 15.4137897"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533005$MAKRO Cash & Carry Č$PRAHA 5$JEREMIÁŠOVA 1249/7$$$$$"50° 2' 29.9460707"" N, 14° 18' 52.2346687"" E"
53590707$MP$Bosch Zdařil Jakub$$53533057$MAKRO Cash & Carry Č$BRNO - TUŘANY$KAŠTANOVA UL. 50/506$$$$$"49° 9' 42.6185462"" N, 16° 38' 19.078846"" E"
53590707$MP$Bosch Zdařil Jakub$$53533058$MAKRO Cash & Carry Č$OSTRAVA - HRABOVÁ$MÍSTECKÁ 280$$$$$"49° 46' 31.874389"" N, 18° 16' 9.0095901"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533060$MAKRO Cash & Carry Č$PRAHA 9$Chlumecká 2424$$$$$"50° 6' 40.8934139"" N, 14° 34' 40.989933"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533061$MAKRO Cash & Carry Č$LIBEREC - DOUBÍ$Sportovní 522$$$$$"50° 43' 59.4802497"" N, 15° 3' 1.5962791"" E"
53590205$MP$Bosch Sladký Jan$$53533062$MAKRO Cash & Carry Č$HRADEC KRÁLOVÉ$HRADUBICKÁ 181$$$$$"50° 10' 44.7731315"" N, 15° 48' 6.2285614"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533063$MAKRO Cash & Carry Č$ÚSTÍ NAD LABEM$ŽIŽKOVA 3363/78$$$$$"50° 39' 3.5678852"" N, 14° 0' 41.8072701"" E"
53590707$MP$Bosch Zdařil Jakub$$53533064$MAKRO Cash & Carry Č$VELKÁ BYSTŘICE$OLOMOUCKÁ 791$$$$$"49° 35' 26.7626241"" N, 17° 20' 16.115284"" E"
53590205$MP$Bosch Sladký Jan$$53533065$MAKRO Cash & Carry Č$ČESKÉ BUDĚJOVICE$HRDĚJOVICE Č.P.396$$$$$"49° 0' 58.8026113"" N, 14° 29' 29.3730354"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533069$MAKRO Cash & Carry Č$PLZEŇ Borská Pole$OBCHODNÍ 2$$$$$"49° 43' 41.2082921"" N, 13° 19' 13.4683228"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533076$MAKRO Cash & Carry Č$JAŽLOVICE U PRAHY$ZDĚBRADSKÁ ULICE$$$$$"49° 57' 51.4924035"" N, 14° 37' 30.374651"" E"
53590707$MP$Bosch Zdařil Jakub$$53533077$MAKRO Cash & Carry Č$ZLÍN - MALENOVICE$Třída 3. května 1198 $$$$$"49° 12' 9.6676106"" N, 17° 33' 55.4807854"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533199$MAKRO Cash & Carry Č$JENIŠOV U KARLOVÝCH VARŮ$OBCHODNÍ 33$$$$$"50° 13' 6.7388216"" N, 12° 48' 13.1911469"" E"
53591096$MP$Bosch Stehlík Tomáš$$53507777$OBI Česká republika$TEPLICE - TRNOVANY$Seifertova 1965$$$$$"50° 39' 14.8937328"" N, 13° 50' 48.3717442"" E"
53590707$MP$Bosch Zdařil Jakub$$53508093$OBI Česká republika$FRÝDEK - MÍSTEK$PŘÍBORSKÁ UL./COLLO LOUKY$$$$$"49° 40' 9.8345672"" N, 18° 19' 6.9881058"" E"
53591096$MP$Bosch Stehlík Tomáš$$53508297$OBI Česká republika$BEROUN$PLZEŇSKÁ ULICE$$$$$"49° 57' 4.5780617"" N, 14° 2' 36.4620495"" E"
53591096$MP$Bosch Stehlík Tomáš$$53508500$OBI Česká republika$TRUTNOV$OBCHODNÍ 134$$$$$"50° 34' 20.2732495"" N, 15° 53' 30.5720043"" E"
53591096$MP$Bosch Stehlík Tomáš$$53508869$OBI Česká republika$PRAHA 4 - ROZTYLY$TOMÍČKOVA 9$$$$$"50° 2' 22.6655351"" N, 14° 28' 48.5669804"" E"
53591096$MP$Bosch Stehlík Tomáš$$53508901$OBI Česká republika$JABLONEC NAD NISOU$ŽELIVSKÉHO $$$$$"50° 44' 2.7926861"" N, 15° 9' 32.7396011"" E"
53590707$MP$Bosch Zdařil Jakub$$53509447$OBI Česká republika$BRNO-HORNÍ HERŠPICE$SOKOLOVA 622/1$$$$$"49° 9' 58.6686862"" N, 16° 37' 38.1569195"" E"
53590707$MP$Bosch Zdařil Jakub$$53509448$OBI Česká republika$JIHLAVA$ROMANA HAVELKY 4854/5$$$$$"49° 24' 31.7633825"" N, 15° 34' 45.4024887"" E"
53590707$MP$Bosch Zdařil Jakub$$53509449$OBI Česká republika$ZLÍN - MALENOVICE$TŘ. 3. KVĚTNA 11/70$$$$$"49° 12' 15.5097003"" N, 17° 34' 22.9423141"" E"
53590707$MP$Bosch Zdařil Jakub$$53509450$OBI Česká republika$PŘEROV$POLNÍ 2992/11 $$$$$"49° 27' 26.6378581"" N, 17° 26' 7.3988342"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533010$OBI Česká republika$PRAHA 10$NÁKUPNÍ 390/4$$$$$"50° 4' 23.7405232"" N, 14° 32' 35.4625511"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533012$OBI Česká republika$PRAHA 6$VÝTVARNÁ 3$$$$$"50° 4' 42.1082349"" N, 14° 18' 30.9915733"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533015$OBI Česká republika$PRAHA 9$PROSECKÁ UL. 78$$$$$"50° 7' 16.8547638"" N, 14° 30' 23.6008644"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533017$OBI Česká republika$LIBEREC$LETNÁ 606/46$$$$$"50° 46' 55.2549825"" N, 15° 2' 22.4703598"" E"
53590205$MP$Bosch Sladký Jan$$53533019$OBI Česká republika$HRADEC KRÁLOVÉ$AK. BEDRNY 383$$$$$"50° 13' 4.4157018"" N, 15° 49' 50.5900955"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533020$OBI Česká republika$MOST$CHOMUTOVSKÁ ULICE 1316$$$$$"50° 30' 56.0351248"" N, 13° 38' 34.0172482"" E"
53590707$MP$Bosch Zdařil Jakub$$53533030$OBI Česká republika$OPAVA$HLUČÍNSKÁ 51$$$$$"49° 56' 45.7018942"" N, 17° 55' 43.5340405"" E"
53590707$MP$Bosch Zdařil Jakub$$53533031$OBI Česká republika$OLOMOUC$HORNÍ LAN 2$$$$$"49° 34' 31.3707209"" N, 17° 14' 5.7129478"" E"
53590707$MP$Bosch Zdařil Jakub$$53533052$OBI Česká republika$HAVÍŘOV-SUCHÁ$PŘED TRATÍ 4/1433$$$$$"49° 47' 14.2467819"" N, 18° 26' 38.3845711"" E"
53590707$MP$Bosch Zdařil Jakub$$53533067$OBI Česká republika$OSTRAVA - ZÁBŘEH$VÝŠKOVICKÁ 46/3123$$$$$"49° 47' 56.1352012"" N, 18° 13' 49.0755272"" E"
53590205$MP$Bosch Sladký Jan$$53533082$OBI Česká republika$KOLÍN 2$V KASÁRNÁCH 1022$$$$$"50° 1' 59.01098"" N, 15° 11' 17.3715019"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533083$OBI Česká republika$KARLOVY VARY$CHEBSKÁ 380/81B$$$$$"50° 13' 27.49722"" N, 12° 49' 23.640976"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533087$OBI Česká republika$ČESKÁ LÍPA - LADA$BORSKÁ 3218$$$$$"50° 41' 59.9690282"" N, 14° 32' 35.3080559"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533130$OBI Česká republika$LITOMĚŘICE$Želetická 2227$$$$$"50° 31' 34.4298256"" N, 14° 8' 17.0274925"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533136$OBI Česká republika$ÚSTÍ NAD LABEM - TRMICE$Tyršova 885$$$$$"50° 39' 5.2086496"" N, 14° 0' 13.998127"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533157$OBI Česká republika$CHEB$DRAGOUNSKÁ 4$$$$$"50° 4' 21.8689395"" N, 12° 22' 6.5128613"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533161$OBI Česká republika$PÍSEK$U Nádraží 2607$$$$$"49° 17' 58.2039804"" N, 14° 8' 28.498764"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533200$OBI Česká republika$MLADÁ BOLESLAV$NA RADOUCI$$$$$"50° 26' 11.1870525"" N, 14° 54' 30.062542"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533201$OBI Česká republika$PŘÍBRAM$Žežická 596$$$$$"49° 40' 15.6588214"" N, 13° 59' 23.7485504"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533234$OBI Česká republika$KLATOVY$Domažlická 15$$$$$"49° 23' 38.4276449"" N, 13° 17' 11.6102028"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533249$OBI Česká republika$PLZEŇ$Sukova 2886/21$$$$$"49° 43' 44.4040425"" N, 13° 21' 49.4698906"" E"
53590707$MP$Bosch Zdařil Jakub$$53533288$OBI Česká republika$PROSTĚJOV$Konečná 4564/10$$$$$"49° 28' 56.0050846"" N, 17° 7' 31.4217854"" E"
53591096$MP$Bosch Stehlík Tomáš$$53533011$OBI Česká republika$PRAHA 4$LHOTECKÁ 446$$$$$"50° 0' 57.0249134"" N, 14° 25' 51.0712624"" E"
53590707$MP$Bosch Zdařil Jakub$$53508877$UNI HOBBY Market Brn$BRNO - KOMÍN$BYSTRCKÁ ULICE 38/1137$$$$$"49° 13' 30.8718656"" N, 16° 32' 13.6976051"" E"
53590205$MP$Bosch Sladký Jan$$53508873$UNI HOBBY Market Čes$ČESKÉ BUDĚJOVICE$PRAŽSKÁ 2540$$$$$"48° 59' 25.9144132"" N, 14° 28' 27.3045731"" E"
53590707$MP$Bosch Zdařil Jakub$$53508874$UNI HOBBY Market Hod$HODONÍN$VELKOMORAVSKÁ 22/410$$$$$"48° 51' 7.3087205"" N, 17° 7' 8.9620399"" E"
53590707$MP$Bosch Zdařil Jakub$$53508676$UNI HOBBY Market Jih$JIHLAVA - ŠPITÁLSKÉ PŘEDMĚSTÍ$Vrchlického 591/63$$$$$"49° 23' 58.2230634"" N, 15° 33' 57.8372669"" E"
53590205$MP$Bosch Sladký Jan$$53508875$UNI HOBBY Market Par$PARDUBICE$UL KAPITÁNA BARTOŠE 2777$$$$$"50° 2' 9.9021526"" N, 15° 45' 11.3399506"" E"
53590707$MP$Bosch Zdařil Jakub$$53509113$UNI HOBBY Market Sta$STARÉ MĚSTO$Východní 2189$$$$$"49° 4' 44.842063"" N, 17° 27' 8.9651871"" E"
53590707$MP$Bosch Zdařil Jakub$$53508510$UNI HOBBY Market Val$VALAŠSKÉ MEZIŘÍČÍ$MASARYKOVA 878$$$$$"49° 29' 3.7712802"" N, 17° 57' 51.8616486"" E"
53590707$MP$Bosch Zdařil Jakub$$53508876$UNI HOBBY Market Zlí$ZLÍN$TŘ. TOMÁŠE BATI 399$$$$$"49° 12' 49.7760676"" N, 17° 36' 44.2475224"" E"
53591096$MP$Bosch Stehlík Tomáš$$$UNI HOBBY Market Chom$CHOMUTOV$Černovická 5434$$$$$"50° 27' 24.7644863"" N, 13° 23' 49.3002605"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509497$BM ČESKO S.R.O.$PRAHA 4 - CHODOV$Türkova 1272/7$$$$$"50° 2' 13.5861411"" N, 14° 29' 28.1177616"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509498$BM ČESKO S.R.O.$PRAHA 9$Veselská ul. 721$$$$$"50° 8' 24.1506782"" N, 14° 29' 54.8261261"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509499$BM ČESKO S.R.O.$PRAHA 10 - MICHLE$Chodovská 1549/18$$$$$"50° 3' 21.6823701"" N, 14° 28' 24.4077873"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509500$BM ČESKO S.R.O.$PRAHA 5 - STODŮLKY$Jeremiášova 1102$$$$$"50° 3' 16.6235113"" N, 14° 18' 32.3820305"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509501$BM ČESKO S.R.O.$KLADNO$Unhošťská 3231$$$$$"50° 8' 32.6165141"" N, 14° 7' 0.9385872"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509502$BM ČESKO S.R.O.$MLADÁ BOLESLAV$Jičínska ul 1326/III$$$$$"50° 24' 38.5644448"" N, 14° 55' 57.6227188"" E"
53590205$MP$Bosch Sladký Jan$$53509503$BM ČESKO S.R.O.$ČESKÉ BUDĚJOVICE$J. Boreckého 1661/3$$$$$"48° 59' 18.1588849"" N, 14° 27' 35.0851822"" E"
53590205$MP$Bosch Sladký Jan$$53509504$BM ČESKO S.R.O.$TÁBOR$Soběslavská ul. 3046$$$$$"49° 23' 21.3578158"" N, 14° 41' 32.0245171"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509505$BM ČESKO S.R.O.$PLZEŇ$Rokycanská třída 1171$$$$$"49° 44' 51.576173"" N, 13° 24' 14.6954155"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509506$BM ČESKO S.R.O.$KARLOVY VARY$Dolní Kamenná 1004$$$$$"50° 13' 54.7758703"" N, 12° 51' 11.7490196"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509507$BM ČESKO S.R.O.$ÚSTÍ NAD LABEM$Havířská ul. 354/15$$$$$"50° 41' 17.47043"" N, 13° 59' 7.3334312"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509508$BM ČESKO S.R.O.$MOST$Okružní ul. 3130$$$$$"50° 29' 28.9242297"" N, 13° 39' 17.9325199"" E"
53591096$MP$Bosch Stehlík Tomáš$$53509509$BM ČESKO S.R.O.$OTVICE - CHOMUTOV$Obchodní zóna 261$$$$$"50° 29' 5.1489124"" N, 13° 26' 25.8232498"" E"
53590205$MP$Bosch Sladký Jan$$53509510$BM ČESKO S.R.O.$HRADEC KRÁLOVÉ$Víta Nejedlého 10/10$$$$$"50° 12' 43.3331894"" N, 15° 51' 17.3777962"" E"
53590205$MP$Bosch Sladký Jan$$53509511$BM ČESKO S.R.O.$PARDUBICE$Poděbradská ul. 295$$$$$"50° 3' 25.3028349"" N, 15° 45' 44.4019318"" E"
53590707$MP$Bosch Zdařil Jakub$$53509512$BM ČESKO S.R.O.$ZNOJMO$Suchohrdelská ul. 2799/26$$$$$"48° 51' 22.6839555"" N, 16° 4' 20.3210449"" E"
53590707$MP$Bosch Zdařil Jakub$$53509513$BM ČESKO S.R.O.$OLOMOUC$Holická ul. 26$$$$$"49° 34' 57.5162732"" N, 17° 16' 14.4847298"" E"
53590707$MP$Bosch Zdařil Jakub$$53509514$BM ČESKO S.R.O.$OSTRAVA$Novoveská ul. 3137$$$$$"49° 50' 16.1389787"" N, 18° 15' 30.1154137"" E"
53590707$MP$Bosch Zdařil Jakub$$53509515$BM ČESKO S.R.O.$FRÝDEK-MÍSTEK$17. listopadu 2261$$$$$"49° 40' 31.3308525"" N, 18° 19' 29.6216583"" E"
53507091$MP$Bosch Poliak Michal$$53507091$METRO Cash & Carry S$IVANKA PRI DUNAJI$SENECKÁ CESTA 1881$$$$$"48° 11' 38.103721"" N, 17° 14' 41.8068981"" E"
53507091$MP$Bosch Poliak Michal$$53507821$METRO Cash & Carry S$IVANKA PRI DUNAJI$SENECKÁ CESTA 1881$$$$$"48° 11' 38.103721"" N, 17° 14' 41.8068981"" E"
53507091$MP$Bosch Poliak Michal$$53507822$METRO Cash & Carry S$IVANKA PRI DUNAJI$SENECKÁ CESTA 1881$$$$$"48° 11' 38.103721"" N, 17° 14' 41.8068981"" E"
53507091$MP$Bosch Poliak Michal$$53507823$METRO Cash & Carry S$ŽILINA$Prielohy 1$$$$$"49° 11' 42.5239841"" N, 18° 44' 21.3697529"" E"
53507091$MP$Bosch Poliak Michal$$53507824$METRO Cash & Carry S$NITRA$Hlohovecká cesta 11/332$$$$$"48° 19' 18.2980749"" N, 18° 2' 6.856041"" E"
53507091$MP$Bosch Poliak Michal$$53507825$METRO Cash & Carry S$ZVOLEN$Ulica Stráž 17$$$$$"48° 34' 56.4706325"" N, 19° 5' 58.4731579"" E"
53507091$MP$Bosch Poliak Michal$$53507826$METRO Cash & Carry S$KOŠICE$Americká trieda 1/A$$$$$"48° 45' 2.9773267"" N, 21° 16' 18.5779953"" E"
53507091$MP$Bosch Poliak Michal$$53507827$METRO Cash & Carry S$BRATISLAVA II$Devínska Nová Ves 7081$$$$$"48° 12' 43.4768422"" N, 17° 0' 50.3521442"" E"
53507091$MP$Bosch Poliak Michal$$53533106$METRO Cash & Carry S$IVANKA PRI DUNAJI$SENECKÁ CESTA 1881$$$$$"48° 11' 38.103721"" N, 17° 14' 41.8068981"" E"
53507091$MP$Bosch Poliak Michal$$53533107$METRO Cash & Carry S$ŽILINA$Prielohy 1$$$$$"49° 11' 42.5239841"" N, 18° 44' 21.3697529"" E"
53507091$MP$Bosch Poliak Michal$$53533108$METRO Cash & Carry S$NITRA$Hlohovecká cesta 11/332$$$$$"48° 19' 18.2980749"" N, 18° 2' 6.856041"" E"
53507091$MP$Bosch Poliak Michal$$53533109$METRO Cash & Carry S$ZVOLEN$Ulica Stráž 17$$$$$"48° 34' 56.4706325"" N, 19° 5' 58.4731579"" E"
53507091$MP$Bosch Poliak Michal$$53533370$METRO Cash & Carry S$BRATISLAVA II$Devínska Nová Ves 7081$$$$$"48° 12' 43.4768422"" N, 17° 0' 50.3521442"" E"
53507091$MP$Bosch Poliak Michal$$53509452$OBI SLOVAKIA S.R.O.$BANSKÁ BYSTRICA$Zvolenská cesta 4420/10$$$$$"48° 42' 39.3683599"" N, 19° 8' 14.100666"" E"
53507091$MP$Bosch Poliak Michal$$53509453$OBI SLOVAKIA S.R.O.$BRATISLAVA$Hodoninská 25$$$$$"48° 12' 25.3049513"" N, 17° 2' 26.9889164"" E"
53507091$MP$Bosch Poliak Michal$$53509455$OBI SLOVAKIA S.R.O.$BRATISLAVA - RUZINOV$Bajkalská 34$$$$$"48° 8' 36.0207026"" N, 17° 9' 2.2456741"" E"
53507091$MP$Bosch Poliak Michal$$53509456$OBI SLOVAKIA S.R.O.$KOŠICE$Moldavská cesta 24$$$$$"48° 41' 56.8268305"" N, 21° 14' 20.1767063"" E"
53507091$MP$Bosch Poliak Michal$$53509457$OBI SLOVAKIA S.R.O.$KOŠICE$Trolejbusová 3$$$$$"48° 44' 22.8384137"" N, 21° 16' 10.4476833"" E"
53507091$MP$Bosch Poliak Michal$$53509458$OBI SLOVAKIA S.R.O.$MARTIN - ZÁTURČIE$Obchodné centrum Turiec$$$$$"49° 4' 53.633326"" N, 18° 55' 22.4355698"" E"
53507091$MP$Bosch Poliak Michal$$53509459$OBI SLOVAKIA S.R.O.$NITRA$Chrenovská 1488/26$$$$$"48° 19' 1.423712"" N, 18° 6' 20.9234619"" E"
53507091$MP$Bosch Poliak Michal$$53509460$OBI SLOVAKIA S.R.O.$POPRAD$Teplická cesta 4358/1$$$$$"49° 3' 24.0054375"" N, 20° 16' 17.9312611"" E"
53507091$MP$Bosch Poliak Michal$$53509461$OBI SLOVAKIA S.R.O.$PREŠOV$Košicka 4$$$$$"48° 58' 57.5011849"" N, 21° 15' 3.0298233"" E"
53507091$MP$Bosch Poliak Michal$$53509462$OBI SLOVAKIA S.R.O.$PRIEVIDZA$Nedožerská cesta 1269/17B$$$$$"48° 47' 5.2747571"" N, 18° 37' 35.6459427"" E"
53507091$MP$Bosch Poliak Michal$$53509463$OBI SLOVAKIA S.R.O.$TRENČÍN$Ku Štvrtiam 7030$$$$$"48° 52' 26.4200064"" N, 18° 1' 41.6346931"" E"
53507091$MP$Bosch Poliak Michal$$53509464$OBI SLOVAKIA S.R.O.$TRNAVA$Nová 11$$$$$"48° 21' 49.0967717"" N, 17° 36' 43.4943581"" E"
53507091$MP$Bosch Poliak Michal$$53509465$OBI SLOVAKIA S.R.O.$ŽILINA$Vysokoškolakov 35a$$$$$"49° 12' 45.2849754"" N, 18° 45' 11.909008"" E"
53507091$MP$Bosch Poliak Michal$$53509291$BAUHAUS odborné cent$BRATISLAVA - RUŽINOV$OBCHODNÁ ZÓNA PHAROS, Č.P. II 18226$$$$$"48° 9' 40.2216924"" N, 17° 11' 14.7639656"" E"
53507091$MP$Bosch Poliak Michal$$53508404$NAY A.S.$BRATISLAVA$Tuhovská 15$$$$$"48° 11' 24.7018791"" N, 17° 11' 55.2610302"" E"
